CRN_final,cohort,grant_date_real,grant_year,Award Offered (£),Sector,Enterprise Size,enterprise_size_clean,Is Lead Participant,Innovate UK Product Type,prior_iuk_grant_received,total_iuk_grants,grant_rank,Address Region,is_crf,prior_source_grant,inc_date,company_age_at_grant,R/O Postal region,Legal form,SME indicator,Number of current directors,no_financial_data,pregrant_year,pregrant_current_assets,pregrant_current_liabilities,pregrant_total_assets,pregrant_long_term_liabilities,pregrant_net_tangible_assets,pregrant_fixed_assets,pregrant_turnover,pregrant_profit_loss,pregrant_creditors,pregrant_total_liabilities,pregrant_net_assets,pregrant_current_ratio,pregrant_leverage_ratio,pregrant_working_capital,pregrant_profit_margin,pregrant_roa,corporate_psc_flag,sic_code_dg,accounts_overdue,last_accounts_date,n_grant_rows,total_award_allgrants,first_grant_year,last_grant_year,prior_iuk_grant_received_ever,survival_36m_final,follow_on_equity_3yr,further_grant_bh
SC379385,Cohort C,2017-11-01,2017,729918.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,0.0,1.0,1.0,Scotland,False,,2010-05-28,7.4,Scotland,Private Limited,1.0,1,0,2016,187412,-195663.0,239836,-1078134.0,-7827,52424.0,,,,-1273797.0,-1033961.0,0.958,5.311116763121467,-8251.0,,,0,35110.0,1,2019-12-24,1,729918.0,2017,2017,0.0,1,,
01983393,Cohort C,2017-11-01,2017,55300.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Feasibility Studies,0.0,1.0,1.0,West Midlands,False,,1986-01-29,31.8,South Western,Private Limited,1.0,1,0,2016,6950000,-3079000.0,9401000,-4105000.0,6322000,2451000.0,11876000.0,108000.0,-89000.0,-7184000.0,2217000.0,2.257,0.7641740240399958,3871000.0,0.009,0.011,0,22290.0,0,2025-10-16,1,55300.0,2017,2017,0.0,1,,
05608752,Cohort C,2017-11-01,2017,190780.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,1.0,2.0,1.0,London,False,,2005-01-11,12.8,Southern,Private Limited,1.0,3,0,2016,894008,-418568.0,900450,-553960.0,481882,6442.0,,,,-972528.0,-72078.0,2.136,1.080046643344994,475440.0,,,0,61200.0,0,2025-12-06,1,190780.0,2017,2017,1.0,1,,
03959037,Cohort C,2017-11-01,2017,597397.0,Clean Growth & Infrastructure,Small,Small,Yes,Collaborative R&D,1.0,3.0,1.0,West Midlands,False,,2000-03-29,17.6,West Midlands,Private Limited,1.0,2,0,2016,1114370,-474335.0,2497078,-930591.0,2011563,1382708.0,,,63901.0,-1404926.0,1092152.0,2.349,0.5626279996059395,640035.0,,,0,62090.0,0,2025-05-21,1,597397.0,2017,2017,1.0,1,,
07248779,Cohort C,2017-11-01,2017,248525.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,0.0,1.0,1.0,South East,False,,2010-11-05,7.0,North West,Private Limited,1.0,0,0,2016,432316,-314070.0,491362,-34585.0,177292,59046.0,,,75513.0,-348655.0,142707.0,1.376,0.7095685055010359,118246.0,,,0,74909.0,1,2022-12-20,1,248525.0,2017,2017,0.0,1,,
06257418,Cohort C,2017-11-01,2017,69962.0,Clean Growth & Infrastructure,Small,Small,Yes,Feasibility Studies,0.0,1.0,1.0,Wales,False,,2007-05-23,10.4,Wales,Private Limited,1.0,5,0,2016,149799,-51783.0,172379,-6992.0,120596,22580.0,,,,-58775.0,113604.0,2.893,0.3409638064961509,98016.0,,,0,71200.0,0,2025-08-13,1,69962.0,2017,2017,0.0,1,,
07277798,Cohort C,2017-11-01,2017,316663.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,0.0,1.0,1.0,Wales,False,,2010-08-06,7.2,Wales,Private Limited,1.0,2,0,2016,353576,-71736.0,1684417,-490000.0,1612681,1330841.0,,,,-561736.0,1122681.0,4.929,0.3334898662267123,281840.0,,,0,35140.0,0,2026-03-26,1,316663.0,2017,2017,0.0,1,,
07082726,Cohort C,2017-11-01,2017,247652.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,1.0,5.0,1.0,North West,False,,2009-11-20,7.9,London Inner,Private Limited,1.0,5,0,2016,134242,-126862.0,134964,-104.0,8102,722.0,,,5850.0,-126966.0,7998.0,1.058,0.9407397528229751,7380.0,,,0,82990.0,0,2025-06-30,1,247652.0,2017,2017,1.0,1,,
07464854,Cohort C,2017-11-01,2017,55742.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,London,False,,2010-09-12,7.1,London Outer,Private Limited,1.0,1,0,2016,2301588,-1897779.0,2614536,-53052.0,528267,312948.0,7895374.0,1615827.0,44660.0,-1950831.0,663705.0,1.213,0.7461480736926169,403809.0,0.205,0.618,0,58142.0,0,2025-12-11,1,55742.0,2017,2017,0.0,1,,
09682889,Cohort C,2017-12-01,2017,45442.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,2015-07-13,2.4,South Western,Private Limited,1.0,0,0,2016,8635,-8701.0,9911,-240.0,1210,1276.0,,,,-8941.0,970.0,0.992,0.9021289476339421,-66.0,,,0,71122.0,1,2020-11-23,1,45442.0,2017,2017,0.0,1,,
06662635,Cohort C,2017-12-01,2017,73908.0,Clean Growth & Infrastructure,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,East of England,False,,2008-04-08,9.6,Eastern,Private Limited,1.0,11,0,2016,619846,-337395.0,821639,-35015.0,484244,201793.0,,,,-372410.0,449229.0,1.837,0.4532525841640915,282451.0,,,0,62020.0,0,2026-05-22,1,73908.0,2017,2017,0.0,1,,
OC346016,Cohort C,2017-12-01,2017,29050.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,0.0,1.0,1.0,London,False,,2009-05-29,8.5,London Inner,Limited Liability Partnership,1.0,0,0,2016,158326,-237901.0,238517,-616.0,616,80191.0,,,,-238517.0,0.0,0.666,1.0,-79575.0,,,0,,1,2023-12-21,1,29050.0,2017,2017,0.0,1,,
10003458,Cohort C,2018-01-01,2018,103237.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,Yorkshire and The Humber,False,,2016-12-02,1.1,Yorks & Humberside,Private Limited,1.0,3,0,2017,337636,-33560.0,351567,,318007,13931.0,,,16377.0,-33560.0,318007.0,10.061,0.09545833368888433,304076.0,,,0,62090.0,0,2025-09-23,1,103237.0,2018,2018,0.0,1,,
10220472,Cohort C,2018-01-01,2018,104247.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,10.0,1.0,South East,False,,2016-08-06,1.4,East Midlands,Private Limited,1.0,2,0,2017,8045,-6204.0,8045,-51110.0,1841,,,,,-57314.0,-49269.0,1.297,7.124176507147297,1841.0,,,0,72190.0,0,2025-11-18,1,104247.0,2018,2018,1.0,1,,
06912622,Cohort C,2018-01-01,2018,103938.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,1.0,2.0,1.0,Yorkshire and The Humber,False,,2009-05-21,8.6,Yorks & Humberside,Private Limited,1.0,3,0,2017,175775,-782067.0,242597,,-539470,66822.0,,,37861.0,-782067.0,-539470.0,0.225,3.223729065075001,-606292.0,,,0,72190.0,0,2025-09-23,1,103938.0,2018,2018,1.0,1,,
08085751,Cohort C,2018-01-01,2018,104971.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,South West,False,,2012-05-28,5.6,Southern,Private Limited,1.0,0,0,2017,663668,-21254.0,728879,,668622,65211.0,,,7713.0,-21254.0,707625.0,31.226,0.02915984683328783,642414.0,,,0,27110.0,1,2022-11-01,1,104971.0,2018,2018,0.0,1,,
04289208,Cohort A,2018-01-10,2018,0.0,,,,,,,,,,False,1.0,2001-09-18,16.3,,Private Limited,1.0,1,0,2017,12759,-12377.0,12843,-440.0,466,84.0,,,,-12817.0,25660.0,-1.03,-0.998,25136.0,,,0,18202.0,0,2025-06-24,41,2742366.7,2018,2022,,1,,
10157693,Cohort A,2018-01-10,2018,10250.0,,,,,,,,,,False,0.0,2016-04-30,1.7,,Private Limited,1.0,1,0,2017,4463,-4412.0,4463,,51,,,,,-4412.0,8875.0,-1.01,-0.989,8875.0,,,0,59111.0,0,2025-07-11,4,37250.0,2018,2022,,1,,
06506509,Cohort A,2018-01-17,2018,9303.0,,,,,,,,,,False,1.0,2008-02-18,9.9,,Private Limited,1.0,2,0,2017,231311,-86309.0,232417,,146108,1106.0,,,,-86309.0,318726.0,-2.68,-0.371,317620.0,,,0,90030.0,0,2026-04-27,5,57227.0,2018,2022,,1,,
06483453,Cohort A,2018-01-17,2018,0.0,,,,,,,,,,False,1.0,2008-01-24,10.0,,Private Limited,1.0,2,0,2017,33982,-36828.0,33982,-3865.0,-2846,,,,,-40693.0,74675.0,-0.92,-1.197,70810.0,,,0,59111.0,0,2026-03-24,92,5605443.9,2018,2022,,1,,
05844888,Cohort A,2018-01-24,2018,28500.0,,,,,,,,,,False,1.0,2006-06-13,11.6,,Private Limited,1.0,2,0,2017,51481,-24516.0,52748,,28232,1267.0,,,,-24516.0,77264.0,-2.1,-0.465,75997.0,,,0,59111.0,0,2025-10-09,1,28500.0,2018,2018,,1,,
03082003,Cohort A,2018-01-24,2018,1950.0,,,,,,,,,,False,1.0,1995-07-20,22.5,,Private Limited,1.0,2,0,2017,38503,-57919.0,40482,,-17437,1979.0,,,2251.0,-57919.0,98401.0,-0.66,-1.431,96422.0,,,0,59111.0,0,2025-11-26,2,33950.0,2018,2022,,1,,
05947430,Cohort A,2018-01-24,2018,28500.0,,,,,,,,,,False,1.0,2006-09-26,11.3,,Private Limited,1.0,1,0,2017,12038,-17665.0,13050,,-4615,1012.0,,,,-17665.0,30715.0,-0.68,-1.354,29703.0,,,0,59111.0,0,2026-01-27,3,71500.0,2018,2022,,1,,
09320278,Cohort A,2018-01-24,2018,23000.0,,,,,,,,,,False,1.0,2014-11-20,3.2,,Private Limited,1.0,1,0,2017,30,,30,,30,,,,,,,,,,,,0,59111.0,0,2025-08-27,2,30000.0,2018,2020,,1,,
05369193,Cohort A,2018-01-31,2018,60000.0,,,,,,,,,,False,1.0,2005-02-18,13.0,,Charitable organization,1.0,14,0,2017,599080,-219599.0,610501,,390902,11421.0,1228854.0,91673.0,38535.0,-219599.0,830100.0,-2.73,-0.36,818679.0,0.075,0.15,0,59120.0,0,2025-10-20,1,60000.0,2018,2018,,1,,
01608779,Cohort A,2018-01-31,2018,105000.0,,,,,,,,,,False,1.0,1982-01-19,36.0,,Charitable organization,1.0,10,0,2017,1533749,-959444.0,9004801,-37712.0,8045357,7471052.0,5208104.0,-52550.0,-167087.0,-997156.0,10001957.0,-1.6,-0.111,2493193.0,-0.01,-0.006,0,90040.0,0,2024-12-27,3,171940.0,2018,2022,,1,,
01197026,Cohort A,2018-01-31,2018,45000.0,,,,,,,,,,False,1.0,1975-01-20,43.0,,Charitable organization,1.0,13,0,2017,1368517,-1077659.0,2057717,-3554.0,980058,689200.0,4177436.0,474926.0,-29123.0,-1081213.0,3138930.0,-1.27,-0.525,2446176.0,0.114,0.231,0,85422.0,0,2026-05-21,4,56216.0,2018,2020,,1,,
01005570,Cohort A,2018-01-31,2018,45000.0,,,,,,,,,,False,1.0,1971-03-23,46.9,,Charitable organization,1.0,11,0,2017,309092,-577617.0,4464861,-604160.0,3887244,4155769.0,4294779.0,79814.0,-57124.0,-1181777.0,5646638.0,-0.54,-0.265,886709.0,0.019,0.018,0,90040.0,0,2025-12-02,2,216300.0,2018,2022,,1,,
02315936,Cohort A,2018-01-31,2018,440000.0,,,,,,,,,,False,1.0,1988-11-11,29.2,,Charitable organization,1.0,11,0,2017,1573048,-799379.0,7800623,-34724.0,7001244,6227575.0,2747002.0,-243405.0,,-834103.0,8634726.0,-1.97,-0.107,2372427.0,-0.089,-0.031,0,90040.0,0,2025-11-06,4,468525.2,2018,2022,,1,,
07031196,Cohort A,2018-01-31,2018,145000.0,,,,,,,,,,False,1.0,2009-09-26,8.3,,Guarantee,1.0,3,0,2017,19123,-5480.0,22528,,17048,3405.0,,,,-5480.0,28008.0,-3.49,-0.243,24603.0,,,0,59140.0,0,2025-09-22,5,246374.0,2018,2020,,1,,
06931399,Cohort B,2018-02-01,2018,4006.0,AI & Data Economy,Small,Small,No,Collaborative R&D,0.0,1.0,1.0,London,False,,2009-11-06,8.2,Eastern,Private Limited,1.0,2,0,2017,2655553,-184493.0,2901081,,2716588,245528.0,673940.0,-2228023.0,-91159.0,-184493.0,2716588.0,14.394,0.06359457043770926,2471060.0,-3.306,-0.768,1,80200.0,0,2026-03-06,1,4006.0,2018,2018,0.0,1,0.0,0.0
09269201,Cohort B,2018-02-01,2018,133237.0,AI & Data Economy,Micro/small,Micro/Small,No,Collaborative R&D,0.0,1.0,1.0,East of England,False,,2014-10-17,3.3,Eastern,Private Limited,1.0,0,0,2017,17025,-10154.0,19867,,9713,2842.0,,,,-10154.0,9713.0,1.677,0.5110988070669955,6871.0,,,0,62020.0,1,2021-05-26,1,133237.0,2018,2018,0.0,1,,
10260255,Cohort B,2018-02-01,2018,146601.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Collaborative R&D,1.0,23.0,1.0,East of England,False,,2016-04-07,1.8,Eastern,Private Limited,1.0,6,0,2017,14300,-4694.0,20584,-650.0,15890,6284.0,,,,-5344.0,15240.0,3.046,0.2596191216478819,9606.0,,,0,62090.0,0,2025-09-02,1,146601.0,2018,2018,1.0,1,1.0,1.0
10404837,Cohort C,2018-02-01,2018,105000.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Feasibility Studies,0.0,1.0,1.0,East of England,False,,2016-01-10,2.1,Southern,Private Limited,1.0,0,0,2017,34672,-54377.0,35565,,-18812,893.0,,,,-54377.0,-18812.0,0.638,1.528946998453536,-19705.0,,,0,74909.0,1,2021-07-21,1,105000.0,2018,2018,0.0,1,,
04088646,Cohort C,2018-02-01,2018,348045.0,Clean Growth & Infrastructure,Micro,Micro,Yes,Collaborative R&D,0.0,1.0,1.0,London,False,,2000-12-10,17.1,West Midlands,Private Limited,1.0,0,0,2017,174485,-175471.0,418159,-558800.0,-812,243674.0,,,,-734271.0,-316112.0,0.994,1.755961249189901,-986.0,,,0,62012.0,1,2023-09-05,1,348045.0,2018,2018,0.0,1,,
02829175,Cohort A,2018-02-07,2018,0.0,,,,,,,,,,False,0.0,1993-06-22,24.6,,Private Limited,1.0,1,0,2017,246508,-116165.0,246512,-3574.0,130347,4.0,,,,-119739.0,366251.0,-2.12,-0.486,362673.0,,,0,90030.0,0,2025-06-30,3,61140.0,2018,2022,,1,,
08362614,Cohort A,2018-02-07,2018,18500.0,,,,,,,,,,False,0.0,2013-01-16,5.1,,Private Limited,1.0,1,0,2017,68650,-64610.0,68650,,4040,,,,,-64610.0,133260.0,-1.06,-0.941,133260.0,,,0,59111.0,0,2025-10-31,1,18500.0,2018,2018,,1,,
01391200,Cohort A,2018-02-07,2018,4143382.0,,,,,,,,,,False,1.0,1978-09-27,39.4,,Charitable organization,1.0,5,0,2017,216366,-6062.0,217007,,210945,641.0,,,,-6062.0,223069.0,-35.69,-0.028,222428.0,,,0,85520.0,0,2025-12-22,2,4304005.0,2018,2018,,1,,
07305482,Cohort A,2018-02-14,2018,0.0,,,,,,,,,,False,1.0,2010-07-06,7.6,,Private Limited,1.0,0,0,2017,1593,-4400.0,2904,,-1496,1311.0,,,,-4400.0,7304.0,-0.36,-1.515,5993.0,,,0,59111.0,1,2024-01-26,1,0.0,2018,2018,,1,,
03615293,Cohort A,2018-02-14,2018,13500.0,,,,,,,,,,False,1.0,1998-08-13,19.5,,Private Limited,1.0,2,0,2017,282160,-228547.0,282798,,54251,638.0,,,-2585.0,-228547.0,511345.0,-1.23,-0.808,510707.0,,,0,59111.0,0,2026-01-19,1,13500.0,2018,2018,,1,,
08369714,Cohort A,2018-02-21,2018,0.0,,,,,,,,,,False,0.0,2013-01-22,5.1,,Private Limited,1.0,2,0,2017,136960,-49762.0,137432,,87670,472.0,,,,-49762.0,187194.0,-2.75,-0.362,186722.0,,,0,59112.0,0,2025-10-07,4,18197.0,2018,2020,,1,,
03012433,Cohort A,2018-02-28,2018,8486.0,,,,,,,,,,False,1.0,1995-01-20,23.1,,Charitable organization,1.0,8,0,2017,59194,-6196.0,64165,,57969,4971.0,198229.0,14979.0,-1061.0,-6196.0,70361.0,-9.55,-0.097,65390.0,0.076,0.233,0,85520.0,0,2025-10-11,7,128086.0,2018,2022,,1,,
04859730,Cohort A,2018-02-28,2018,0.0,,,,,,,,,,False,1.0,2003-08-07,14.6,,Private Limited,1.0,2,0,2017,898364,-999374.0,959087,,-40287,60723.0,,,-99063.0,-999374.0,1958461.0,-0.9,-1.042,1897738.0,,,0,59111.0,0,2025-12-23,7,59415.0,2018,2022,,1,,
06640028,Cohort A,2018-02-28,2018,4500.0,,,,,,,,,,False,1.0,2008-07-08,9.6,,Private Limited,1.0,2,0,2017,32752,-30985.0,32868,,1883,116.0,,,,-30985.0,63853.0,-1.06,-0.943,63737.0,,,0,59111.0,0,2026-02-26,8,229958.0,2018,2022,,1,,
09109848,Cohort B,2018-03-01,2018,137214.0,AI & Data Economy,Micro/small,Micro/Small,Yes,Collaborative R&D,1.0,9.0,1.0,East of England,False,,2014-01-07,4.1,London Inner,Private Limited,1.0,3,0,2017,5023,,1659647,,1603647,1654624.0,,,,,,,,,,,1,62090.0,0,2025-07-16,1,137214.0,2018,2018,1.0,1,0.0,1.0
06130240,Cohort C,2018-03-01,2018,55981.0,Clean Growth & Infrastructure,Micro,Micro,No,Collaborative R&D,1.0,7.0,1.0,East of England,False,,2007-02-27,11.0,Eastern,Private Limited,1.0,2,0,2017,149795,-54786.0,150827,,96041,1032.0,,,1863.0,-54786.0,96041.0,2.734,0.3632373514026003,95009.0,,,0,72190.0,0,2026-03-31,1,55981.0,2018,2018,1.0,1,,
08778025,Cohort C,2018-03-01,2018,126325.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,2.0,1.0,East Midlands,False,,2013-11-15,4.3,East Midlands,Private Limited,1.0,1,0,2017,422621,-37448.0,435430,,397982,12809.0,,,27745.0,-37448.0,397982.0,11.286,0.08600234251199963,385173.0,,,0,71121.0,0,2025-08-29,1,126325.0,2018,2018,1.0,1,,
02774899,Cohort C,2018-03-01,2018,304642.0,Clean Growth & Infrastructure,Medium,Medium,Yes,Feasibility Studies,1.0,10.0,1.0,North East,False,,1992-12-18,25.2,Northern,Private Limited,1.0,3,0,2017,5621000,-3491000.0,7104000,-1310000.0,3300000,1483000.0,11410000.0,-819000.0,-180000.0,-4801000.0,2303000.0,1.61,0.6758164414414415,2130000.0,-0.072,-0.115,0,27110.0,0,2025-09-17,1,304642.0,2018,2018,1.0,1,,
03838585,Cohort C,2018-03-01,2018,33973.0,Clean Growth & Infrastructure,Micro/small,Micro/Small,No,Feasibility Studies,1.0,2.0,1.0,London,False,,1999-09-09,18.5,London Outer,Private Limited,1.0,5,0,2017,6084227,-1093225.0,8064673,,6701025,1980446.0,1253337.0,-6706641.0,-281369.0,-1093225.0,6971448.0,5.565,0.1355572631401174,4991002.0,-5.351,-0.832,0,74909.0,0,2025-06-21,1,33973.0,2018,2018,1.0,1,,
02862807,Cohort C,2018-03-01,2018,7172.0,Clean Growth & Infrastructure,Micro/small,Micro/Small,No,Feasibility Studies,0.0,1.0,1.0,London,False,,1993-12-10,24.2,London Inner,Guarantee,1.0,16,0,2017,4478863,-4476346.0,4478863,,2517,,3899919.0,9888.0,296471.0,-4476346.0,2517.0,1.001,0.9994380270171247,2517.0,0.003,0.002,0,72190.0,0,2025-12-19,1,7172.0,2018,2018,0.0,1,,
06606718,Cohort A,2018-03-07,2018,2421.0,,,,,,,,,,False,1.0,2008-05-30,9.8,,Charitable organization,1.0,10,0,2017,58126,-1320.0,64383,,63063,6257.0,237192.0,-12372.0,,-1320.0,65703.0,-44.03,-0.02567999999999983,59446.0,-0.052,-0.192,0,59111.0,0,2026-01-30,4,50196.0,2018,2022,,1,,
01113101,Cohort A,2018-03-14,2018,132000.0,,,,,,,,,,False,1.0,1973-05-10,44.8,,Charitable organization,1.0,7,0,2017,695626,-1109082.0,5941966,-638854.0,4808884,5246340.0,4088755.0,-444483.0,46806.0,-1747936.0,7689902.0,-0.63,-0.294,1804708.0,-0.109,-0.075,0,59140.0,0,2026-03-12,2,136581.01,2018,2020,,1,,
02989602,Cohort A,2018-03-14,2018,51000.0,,,,,,,,,,False,1.0,1994-11-14,23.3,,Private Limited,0.0,2,0,2017,292140000,-154276000.0,303730000,,139549000,11590000.0,266833000.0,41758000.0,26696000.0,-154276000.0,458006000.0,-1.89,-0.508,446416000.0,0.156,0.137,0,59111.0,1,2025-03-22,2,93000.0,2018,2021,,1,,
02137755,Cohort A,2018-03-14,2018,133405.0,,,,,,,,,,False,1.0,1987-06-04,30.8,,Charitable organization,1.0,11,0,2017,196916,-115683.0,206739,,91056,9823.0,521050.0,-5582.0,14876.0,-115683.0,322422.0,-1.7,-0.56,312599.0,-0.011,-0.027,0,90030.0,0,2025-11-21,1,133405.0,2018,2018,,1,,
07446325,Cohort A,2018-03-14,2018,0.0,,,,,,,,,,False,1.0,2010-11-22,7.3,,Private Limited,1.0,2,0,2017,100363,-65017.0,101879,-303.0,36862,1516.0,,,,-65320.0,167199.0,-1.54,-0.641,165380.0,,,0,59113.0,0,2025-09-30,3,67500.0,2018,2022,,1,,
05465412,Cohort A,2018-03-14,2018,50000.0,,,,,,,,,,False,1.0,2005-05-27,12.8,,Charitable organization,1.0,9,0,2017,682344,-731240.0,888175,,156935,205831.0,2515107.0,-220918.0,45637.0,-731240.0,1619415.0,-0.93,-0.823,1413584.0,-0.088,-0.249,0,59140.0,0,2025-12-20,2,67000.0,2018,2022,,1,,
SC295853,Cohort A,2018-03-21,2018,200000.0,,,,,,,,,,False,1.0,2006-01-20,12.2,,Private Limited,1.0,0,0,2017,1,,1,,1,,,,,,,,,,,,0,94910.0,1,2020-01-24,1,200000.0,2018,2018,,1,,
05877128,Cohort A,2018-03-21,2018,114450.0,,,,,,,,,,False,1.0,2006-07-14,11.7,,Guarantee,1.0,8,0,2017,2459295,-1482759.0,2463420,,980661,4125.0,2069157.0,461185.0,,-1482759.0,3946179.0,-1.66,-0.602,3942054.0,0.223,0.187,0,59111.0,0,2025-11-12,1,114450.0,2018,2018,,1,,
SC487808,Cohort A,2018-03-21,2018,0.0,,,,,,,,,,False,1.0,2014-09-30,3.5,,Private Limited,1.0,1,0,2017,1807,-48997.0,1831,,-47166,24.0,,,,-48997.0,50828.0,-0.04,-26.76,50804.0,,,0,59111.0,0,2026-02-23,1,0.0,2018,2018,,1,,
05007551,Cohort A,2018-03-21,2018,34500.0,,,,,,,,,,False,1.0,2004-01-06,14.2,,Private Limited,1.0,1,0,2017,302460,-302474.0,304905,,2431,2445.0,1073314.0,678170.0,,-302474.0,607379.0,-1.0,-0.992,604934.0,0.5988499999999988,1.490359999999996,0,59111.0,0,2026-04-20,4,74131.0,2018,2022,,1,,
07273625,Cohort A,2018-03-21,2018,1750.0,,,,,,,,,,False,1.0,2010-06-04,7.8,,Private Limited,1.0,1,0,2017,3451144,-4429911.0,3452698,,-977213,1554.0,,,10954.0,-4429911.0,7882609.0,-0.78,-1.283,7881055.0,,,0,59111.0,0,2026-03-30,1,1750.0,2018,2018,,1,,
07589434,Cohort A,2018-03-27,2018,0.0,,,,,,,,,,False,0.0,2011-04-04,7.0,,Private Limited,1.0,1,0,2017,4514,-43537.0,6045,,-37492,1531.0,,,,-43537.0,49582.0,-0.1,-7.202,48051.0,,,0,59111.0,0,2026-02-25,2,2500.0,2018,2018,,1,,
07933121,Cohort A,2018-03-27,2018,45218.0,,,,,,,,,,False,0.0,2012-02-02,6.1,,Private Limited,1.0,2,0,2017,514788,-125431.0,536349,-4312.0,410918,21561.0,,,14612.0,-129743.0,666092.0,-4.1,-0.242,640219.0,,,0,59113.0,0,2025-09-26,2,60218.0,2018,2022,,1,,
07432947,Cohort A,2018-03-27,2018,813400.0,,,,,,,,,,False,1.0,2010-11-08,7.4,,Guarantee,1.0,2,0,2017,21205870,-10818590.0,21243352,-9667227.0,10424762,37482.0,8208619.0,45593.0,45752.0,-20485817.0,41729169.0,-1.96,-0.964,32024460.0,0.006,0.002,0,90020.0,0,2026-03-28,2,818300.0,2018,2021,,1,,
03468937,Cohort A,2018-03-27,2018,3000.0,,,,,,,,,,False,1.0,1997-11-20,20.3,,Private Limited,1.0,2,0,2017,193865,-110416.0,201576,-1363.0,91160,7711.0,,,2495.0,-111779.0,313355.0,-1.76,-0.555,304281.0,,,0,59111.0,0,2026-02-12,5,99000.0,2018,2021,,1,,
NI608301,Cohort A,2018-03-27,2018,35000.0,,,,,,,,,,False,0.0,2011-07-21,6.7,,Private Limited,1.0,2,0,2017,52455,-16036.0,53145,-36711.0,37109,690.0,,,,-52747.0,105892.0,-3.27,-0.993,68491.0,,,0,59111.0,1,2025-05-16,3,171000.0,2018,2022,,1,,
08610848,Cohort B,2018-04-01,2018,11656.0,AI & Data Economy,Micro/small,Micro/Small,No,Collaborative R&D,0.0,1.0,1.0,London,False,,2013-07-16,4.7,London Inner,Private Limited,1.0,2,0,2017,53865,-22212.0,56792,,34580,2927.0,,,,-22212.0,34580.0,2.425,0.3911114241442457,31653.0,,,0,71129.0,0,2025-12-31,1,11656.0,2018,2018,0.0,1,,
OC342692,Cohort C,2018-04-01,2018,184846.0,Clean Growth & Infrastructure,Medium,Medium,No,Collaborative R&D,0.0,1.0,1.0,South East,False,,2009-01-19,9.2,Southern,Limited Liability Partnership,1.0,0,0,2017,17260047,-5748041.0,17924563,-3586636.0,12176522,664516.0,34812396.0,5056673.0,136299.0,-9334677.0,8589886.0,3.003,0.5207757087299701,11512006.0,0.145,0.282,0,,1,2024-12-02,1,184846.0,2018,2018,0.0,1,,
05840846,Cohort C,2018-04-01,2018,429328.0,Clean Growth & Infrastructure,Micro/small,Micro/Small,Yes,Collaborative R&D,1.0,2.0,1.0,London,False,,2006-08-06,11.7,London Inner,Private Limited,1.0,0,0,2017,2703543,-1407398.0,2744052,-7678.0,1336654,40509.0,,,81676.0,-1415076.0,1328976.0,1.921,0.5156884782066812,1296145.0,,,0,70229.0,1,2021-04-15,1,429328.0,2018,2018,1.0,1,,
07525806,Cohort C,2018-04-01,2018,189704.2,Clean Growth & Infrastructure,Micro/small,Micro/Small,No,Collaborative R&D,1.0,3.0,1.0,Yorkshire and The Humber,False,,2011-10-02,6.5,East Midlands,Private Limited,1.0,0,0,2017,95236,-70362.0,152258,-106601.0,81896,57022.0,,,13916.0,-176963.0,-24705.0,1.354,1.162257484007408,24874.0,,,0,74100.0,0,2026-01-30,1,189704.2,2018,2018,1.0,1,,
08584086,Cohort C,2018-04-01,2018,756595.0,Clean Growth & Infrastructure,Micro/small,Micro/Small,Yes,Feasibility Studies,1.0,5.0,1.0,London,False,,2013-06-25,4.8,London Inner,Private Limited,1.0,2,0,2017,1319525,-824094.0,2369644,,505493,1050119.0,,,77303.0,-824094.0,1545550.0,1.601,0.3477712263951885,495431.0,,,0,63990.0,0,2025-07-14,1,756595.0,2018,2018,1.0,1,,
09337217,Cohort C,2018-04-01,2018,45850.0,Clean Growth & Infrastructure,Micro,Micro,No,Feasibility Studies,1.0,6.0,1.0,London,False,,2014-02-12,4.1,London Inner,Private Limited,1.0,2,0,2017,61525,-44776.0,61525,,16749,,,,,-44776.0,16749.0,1.374,0.7277691995123934,16749.0,,,0,27120.0,0,2025-09-30,1,45850.0,2018,2018,1.0,1,,
